物品ID,GroupID,名字,物品类,物品小类,使用国籍,使用职业,使用职业分支,使用等级,天境等级,叠放数量,买入基础价格,卖出基础价格,基础物品档次,拾取后广播标志,拥有最多个数,能否放快捷栏,绑定标志位,使用期限,死亡掉落固定概率,物品栏图片_正常,物品栏图片_高亮,物品栏图片_无效,物品图标光效ID,宝箱外观资源ID,宝箱闪烁资源ID,是否任务物品,描述,任务物品丢弃时可以配置,使用次数,作用id,浮动提示,是否需要掷骰子,是否同步扩展数据,怪物掉装的音效ID,跨服海盗,物品价值/礼包售价,价值类型0普通1礼包2绑金,家园仓库0不可1可
76622,76622,金元宝礼包,2,19,0,10000,10000,60,,1,100,1,1,0,0,0,61,86400,0,8686,8686,8686,0,4427,1008,0,开启获得100金元宝，用于招财进宝活动。<br>注意：该物品有效期1天且只能在活动期间使用,,1,76622,,0,0,0,0,1,1,0
76623,76623,金元宝礼包,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,8686,8686,8686,0,4427,1008,0,开启获得100金元宝，用于招财进宝活动。<br>注意：该物品只能在活动期间使用,,1,76623,,0,0,0,0,1,1,0
76624,76624,10银元宝,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,8687,8687,8687,0,4427,1008,0,开启获得10银元宝，用于招财进宝活动。<br>注意：该物品只能在活动期间使用,,1,76624,,0,0,0,0,1,1,0
76625,76625,100银元宝,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,8687,8687,8687,0,4427,1008,0,开启获得100银元宝，用于招财进宝活动。<br>注意：该物品只能在活动期间使用,,1,76625,,0,0,0,0,1,1,0
76626,76626,精品打造礼包,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3026,3026,3026,0,4427,1008,0,开启必得<br>[yellow]完美魂石礼包*10[/yellow]<br>额外获得以下道具之一<br>[yellow]重铸宝石礼包*2<br>重铸宝石礼包*3<br>重铸宝石礼包*4[/yellow],,1,76626,,0,0,0,0,1,1,0
76627,76627,精品翅膀礼包,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3637,3637,3637,0,4427,1008,0,开启必得<br>[yellow]羽灵石(一档)*100[/yellow]<br>额外获得以下道具之一<br>[yellow]小羽化丹(至尊)*8<br>黄金符文*10<br>翅膀宝箱*1<br>优质宝石礼包*1[/yellow],,1,76627,,0,0,0,0,1,1,0
76628,76628,精品真言礼包,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,6060,6060,6060,0,4427,1008,0,开启必得<br>[yellow]道石*10[/yellow]<br>额外获得以下道具之一<br>[yellow]心法*30<br>天诀*30[/yellow],,1,76628,,0,0,0,0,1,1,0
76629,76629,龙神蛇碎片,2,12,0,10000,10000,0,,999,100,1,1,0,0,0,2109,0,0,7049,7049,7049,0,4427,1008,0,[red]20个碎片可以合成一个对应整卡，碎片合成的整卡均为绑定[/red]<br>相应的整卡信息可在魅力系统生肖分类中查看<br>[green]可存入家园仓库[/green],,1,76629,,0,0,0,0,1,1,1
76630,76630,龙神蛇,2,12,0,10000,10000,0,,999,100,1,1,0,0,0,2109,0,0,8531,8531,8531,0,4427,1008,0,[yellow]角色等级达到80级后[/yellow]可在魅力系统生肖分类中激活对应的神蛇卡<br>激活后可以解锁对应的生肖技能-引蛇出洞<br>[green]可存入家园仓库[/green],,1,76630,,0,0,0,0,1,1,1
76631,76631,金蛇卡碎片包,2,12,0,10000,10000,0,,999,100,1,1,0,0,0,61,0,0,8119,8119,8119,0,4427,1008,0,右键选择开启获得以下的物品之一：[yellow]<br>天神蛇碎片*1<br>水神蛇碎片*1<br>战神蛇碎片*1<br>龙神蛇碎片*1[/yellow],,1,76631,,0,0,0,0,1,1,0
76632,76632,金蛇卡整卡包,2,12,0,10000,10000,0,,999,100,1,1,0,0,0,61,0,0,8115,8115,8115,0,4427,1008,0,右键选择开启获得以下的物品之一：[yellow]<br>天神蛇*1<br>水神蛇*1<br>战神蛇*1<br>龙神蛇*1[/yellow],,1,76632,,0,0,0,0,1,1,0
76633,76633,玉清星级宝箱,2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]麒麟眼*1[/yellow][red]<br>玉清层九小关全部三星通关后获得[/red],,1,76633,,0,0,0,0,1,0,0
76634,76634,上清星级宝箱,2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]麒麟眼*1[/yellow][red]<br>上清层九小关全部三星通关后获得[/red],,1,76634,,0,0,0,0,1,0,0
76635,76635,摘星楼限时挑战(第1名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]觉醒剂（经验）*5<br>萌宝普通技能书*30<br>紫霄·琉光衣橱*1<br>错银虎符（武器）*1[/yellow],,1,76635,,0,0,0,0,1,0,0
76636,76636,摘星楼限时挑战(第2-3名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]觉醒剂（经验）*5<br>萌宝普通技能书*25<br>紫霄·琉光衣橱*1<br>和璞玉*1[/yellow],,1,76636,,0,0,0,0,1,0,0
76637,76637,摘星楼限时挑战(第4-20名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]觉醒剂（经验）*4<br>萌宝普通技能书*20<br>紫霄·星河浩瀚*1<br>和璞玉碎片*20[/yellow],,1,76637,,0,0,0,0,1,0,0
76638,76638,摘星楼限时挑战(第21-40名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]觉醒剂（经验）*4<br>萌宝普通技能书*15<br>紫霄·星河浩瀚*1<br>和璞玉碎片*10[/yellow],,1,76638,,0,0,0,0,1,0,0
76639,76639,摘星楼限时挑战(第41-100名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]觉醒剂（经验）*3<br>萌宝普通技能书*15<br>紫霄·星河浩瀚*1<br>和璞玉碎片*5[/yellow],,1,76639,,0,0,0,0,1,0,0
76640,76640,摘星楼速通礼包(第1名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]元灵石·红莲*5<br>圣灵果（完美）*5<br>神明金币*5[/yellow],,1,76640,,0,0,0,0,1,0,0
76641,76641,摘星楼速通礼包(第2名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]元灵石·红莲*3<br>圣灵果（完美）*3<br>神明金币*3[/yellow],,1,76641,,0,0,0,0,1,0,0
76642,76642,摘星楼速通礼包(第3名),2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]元灵石·红莲*2<br>圣灵果（完美）*2<br>神明金币*2[/yellow],,1,76642,,0,0,0,0,1,0,0
76643,76643,摘星楼首通礼包,2,12,0,10000,10000,0,,100,100,1,5,0,0,1,61,0,0,3022,3022,3022,0,4427,1008,0,开启后可获得<br>[yellow]星繁之灵*1<br>天道玉·红莲*1<br>2倍黄金羽灵成长丹*5[/yellow],,1,76643,,0,0,0,0,1,0,0
76644,76644,鸿福礼包,2,12,0,10000,10000,0,,10,100,1,1,0,0,0,61,0,0,1878,1878,1878,0,4427,1008,0,开启获得：[yellow]<br>麒麟眼*5<br>神魂丹*450<br>觉醒石*20<br>红莲之焰(史诗)*3<br>四元精华*3<br>天道玉·红莲*3[/yellow],,1,76644,,0,0,0,0,1,1,0
76645,76645,鸿福礼包,2,12,0,10000,10000,0,,10,100,1,1,0,0,0,61,0,0,1878,1878,1878,0,4427,1008,0,开启获得：[yellow]<br>麒麟眼*4<br>祝福卷轴*3<br>觉醒石*20<br>红莲之焰(史诗)*3<br>四元精华*3<br>天道玉·红莲*3[/yellow],,1,76645,,0,0,0,0,1,1,0
76646,76646,祺福礼包,2,12,0,10000,10000,0,,10,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,1008,0,开启获得：[yellow]<br>(碎片)红色神明*10<br>和璞玉碎片(非绑)*10<br>(披风)错银虎符碎片(非绑)*3<br>四元精华*15<br>星繁之灵*10<br>优质绿宝石礼包*5[/yellow],,1,76646,,0,0,0,0,1,1,0
76647,76647,祺福礼包,2,12,0,10000,10000,0,,10,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,1008,0,开启获得：[yellow]<br>(碎片)红色神明*10<br>和璞玉碎片(非绑)*10<br>(披风)错银虎符碎片(非绑)*3<br>四元礼包*15<br>月华之灵*5<br>稀有绿宝石礼包*1[/yellow],,1,76647,,0,0,0,0,1,1,0
76648,76648,暗淡福魄碎片,2,12,0,10000,10000,0,,9999,100,1,1,0,0,0,61,0,0,1264,1264,1264,0,4427,1008,0,天官赐福活动抽奖获得。<br>可右键转换成用于兑换[yellow]少量材料[/yellow]的暗淡福魄,,1,76574,,0,0,0,0,1,1,0
76660,76660,操练符*5,2,12,0,10000,10000,0,,9999,100,1,1,0,0,0,61,0,0,3618,3618,3618,0,4427,1008,0,[yellow]用于升级铁骑统帅能力，统帅能力达到一定要求可激活下一级铁骑营[/yellow],,1,76660,,0,0,0,0,1,1,0
76661,76661,操练符*7,2,12,0,10000,10000,0,,9999,100,1,1,0,0,0,61,0,0,3618,3618,3618,0,4427,1008,0,[yellow]用于升级铁骑统帅能力，统帅能力达到一定要求可激活下一级铁骑营[/yellow],,1,76661,,0,0,0,0,1,1,0
76649,76649,周年回馈礼包(一),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1884,1884,1884,0,4427,1008,0,开启可获得：[yellow]<br>普通周卡*1<br>重铸宝石兑换卷*25<br>普通舞会门票*7<br>灵蛇银币*5<br>羽灵石(一档)*100<br>5000绑金[/yellow],,1,76649,,0,0,0,0,1,1,0
76650,76650,周年回馈礼包(二),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1884,1884,1884,0,4427,1008,0,开启可获得：[yellow]<br>高级周卡*1<br>重铸宝石礼包*3<br>神明金币*10<br>[坐骑变身卡]泡芙汪·奶豆*1<br>8000绑金[/yellow],,1,76650,,0,0,0,0,1,1,0
76651,76651,周年回馈礼包(三),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1884,1884,1884,0,4427,1008,0,开启可获得：[yellow]<br>高级周卡*1<br>小羽化丹(至尊)*50<br>苍穹石·红莲*80<br>灵蛇金币*5<br>武饰-泡芙汪·奶酪*1<br>10000绑金[/yellow],,1,76651,,0,0,0,0,1,1,0
76652,76652,周年回馈礼包(四),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1879,1879,1879,0,4427,1008,0,开启可获得：[yellow]<br>青铜虎符(项链)*1<br>苍穹石·红莲*100<br>天诀*100<br>时装-泡芙汪时装卡*1<br>15000绑金[/yellow],,1,76652,,0,0,0,0,1,1,0
76653,76653,周年回馈礼包(五),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1879,1879,1879,0,4427,1008,0,开启可获得：[yellow]<br>绿色蛇卡整卡包*1<br>天道玉·红莲*3<br>天神奇兵礼包*1<br>小羽化丹(至尊)*50<br>【异火幻化】玉虺*1<br>18000绑金[/yellow],,1,76653,,0,0,0,0,1,1,0
76654,76654,周年回馈礼包(六),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1877,1877,1877,0,4427,1008,0,开启可获得：[yellow]<br>混元礼包*20<br>元灵石·红莲*30<br>神魂丹*500<br>背饰-泡芙汪·奶糖*1<br>20000绑金[/yellow],,1,76654,,0,0,0,0,1,1,0
76655,76655,周年回馈礼包(七),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1877,1877,1877,0,4427,1008,0,开启可获得：[yellow]<br>蓝色蛇卡整卡包*1<br>罕见黄宝石礼包*1<br>海洋祝福(神话)*15<br>云镜之灵*10<br>24000绑金[/yellow],,1,76655,,0,0,0,0,1,1,0
76656,76656,周年回馈礼包(八),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1867,1867,1867,0,4427,1008,0,开启可获得：[yellow]<br>错银虎符(护腿)*1<br>罕见绿宝石礼包*1<br>高级仙魂礼包*1<br>[立体称号]轻尘·花祭(30天)*1<br>30000绑金[/yellow],,1,76656,,0,0,0,0,1,1,0
76657,76657,周年回馈礼包(九),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1865,1865,1865,0,4427,1008,0,开启可获得：[yellow]<br>错银虎符(头盔)*1<br>攻坚蛇*1<br>极品仙魂礼包*1<br>铁骑令*1<br>时装-凤凰双飞-紫*1<br>40000绑金[/yellow],,1,76657,,0,0,0,0,1,1,0
76658,76658,周年回馈礼包(十),2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1415,1415,1415,0,4427,1008,0,开启可获得：[yellow]<br>错银虎符(武器)*1<br>九转莲魄礼包*1<br>灵气之精*1<br>四元礼包*20<br>个性定制称号*1<br>80000绑金[/yellow],,1,76658,,0,0,0,0,1,1,0
76659,76659,天神奇兵礼包,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3184,3184,3184,0,4427,1008,0,选择开启以下物品之一：[yellow]<br>天神奇兵*1<br>天神技能礼包*100[/yellow],,1,76659,,0,0,0,0,1,1,0
76601,76601,16,2,12,0,10000,10000,0,,999,100,1,1,33,0,0,61,0,0,8689,8689,8689,0,4427,1008,0,[yellow]周年集字活动字帖[/yellow]<br><br>[red]使用期限8月15日至9月15日[/red]<br>集字活动期间有几率获得该字帖，筹集不同字帖组合可以获得丰厚奖励。,,1,76601,,0,0,0,0,1,0,0
76602,76602,周,2,12,0,10000,10000,0,,999,100,1,1,33,0,0,61,0,0,8207,8207,8207,0,4427,1008,0,[yellow]周年集字活动字帖[/yellow]<br><br>[red]使用期限8月15日至9月15日[/red]<br>集字活动期间有几率获得该字帖，筹集不同字帖组合可以获得丰厚奖励。,,1,76602,,0,0,0,0,1,0,0
76603,76603,年,2,12,0,10000,10000,0,,999,100,1,1,33,0,0,61,0,0,8208,8208,8208,0,4427,1008,0,[yellow]周年集字活动字帖[/yellow]<br><br>[red]使用期限8月15日至9月15日[/red]<br>集字活动期间有几率获得该字帖，筹集不同字帖组合可以获得丰厚奖励。,,1,76603,,0,0,0,0,1,0,0
76604,76604,远,2,12,0,10000,10000,0,,999,100,1,1,33,0,0,61,0,0,8690,8690,8690,0,4427,1008,0,[yellow]周年集字活动字帖[/yellow]<br><br>[red]使用期限8月15日至9月15日[/red]<br>集字活动期间有几率获得该字帖，筹集不同字帖组合可以获得丰厚奖励。,,1,76604,,0,0,0,0,1,0,0
76605,76605,征,2,12,0,10000,10000,0,,999,100,1,1,33,0,0,61,0,0,8691,8691,8691,0,4427,1008,0,[yellow]周年集字活动字帖[/yellow]<br><br>[red]使用期限8月15日至9月15日[/red]<br>集字活动期间有几率获得该字帖，筹集不同字帖组合可以获得丰厚奖励。,,1,76605,,0,0,0,0,1,0,0
76606,76606,普通宝箱,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3027,3027,3027,0,4427,1008,0,[yellow]开启概率获得：<br>600绑金、800绑金、1000绑金奖励。<br>获取途径：<br>集字献礼活动获取。[/yellow],,1,76606,,0,0,0,0,1,1,0
76607,76607,华丽宝箱,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3027,3027,3027,0,4427,1008,0,[yellow]开启概率获得：<br>羽灵石(一档)*3、小羽化丹(史诗)*1、黄金符文*1、重铸宝石礼包*1、重铸礼包*1、魂石卡(普通)*3、玄武魂石(普通)*3中的两个奖励。<br>获取途径：<br>集字献礼活动获取。[/yellow],,1,76607,,0,0,0,0,1,1,0
76608,76608,豪华宝箱,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3027,3027,3027,0,4427,1008,0,[yellow]开启概率获得：<br>操练符*1、高级真气丹*2、元灵石·红莲*1、心法*2、道石*7、天诀*2中的两个奖励。<br>获取途径：<br>集字献礼活动获取。[/yellow],,1,76608,,0,0,0,0,1,1,0
76609,76609,完美宝箱,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3027,3027,3027,0,4427,1008,0,[yellow]开启概率获得：<br>混元礼包*1、背饰-甜品趴·如初*1、萌宝普通技能书*1、2000绑金*1、卯珠*1等丰厚奖励。<br>必得：炼心石·红莲*5、星灵石*1<br>获取途径：<br>集字献礼活动获取。[/yellow],,1,76609,,0,0,0,0,1,1,0
76610,76610,史诗宝箱,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3027,3027,3027,0,4427,1008,0,开启可获得：[yellow]<br>绿色蛇卡整卡包*1<br>10000绑金*3<br>混元礼包*1<br>弇兹精华*1<br>萌宝普通技能书*3[/yellow],,1,76610,,0,0,0,0,1,1,0
76611,76611,至尊宝箱,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,3027,3027,3027,0,4427,1008,0,开启可获得：[yellow]<br>蓝色蛇卡整卡包*1<br>5万绑金*1<br>四元礼包*5<br>完美法宝之灵(致命)*1<br>萌宝高级技能书*1[/yellow],,1,76611,,0,0,0,0,1,1,0
76665,76665,至交兄弟礼包,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,61,0,0,1879,1879,1879,0,4427,1008,0,开启可获得：[yellow]<br>50000绑金*1<br>沁人心·微风[时装卡30天]*1[/yellow],,1,76665,,0,0,0,0,1,1,0
76662,76662,兄弟相伴礼包(65级),2,12,0,10000,10000,65,,1,100,1,1,0,0,1,61,0,0,1867,1867,1867,0,1003,1008,0,开启获得：[yellow]<br>称号：远征好兄弟(15天)<br>10000绑金*2<br>转职道具*1<br>混元精华*1<br>重铸宝石礼包*2<br>[体验坐骑]飞剑(单人)*2<br>奋斗蛇碎片*5<br>苍穹石·红莲*40<br>周年兄弟相伴礼包(75级)*1[/yellow],,1,76662,,0,0,0,0,1,1,0
76663,76663,兄弟相伴礼包(75级),2,12,0,10000,10000,75,,1,100,1,1,0,0,1,61,0,0,1867,1867,1867,0,1003,1008,0,开启获得：[yellow]<br>10000绑金*3<br>混元精华*1<br>重铸宝石礼包*2<br>奋斗蛇碎片*7<br>史诗法宝之灵*1<br>洗练石*20<br>元灵石·红莲*5<br>周年兄弟相伴礼包(85级)*1[/yellow],,1,76663,,0,0,0,0,1,1,0
76664,76664,兄弟相伴礼包(85级),2,12,0,10000,10000,85,,1,100,1,1,0,0,1,61,0,0,1867,1867,1867,0,1003,1008,0,开启获得：[yellow]<br>10000绑金*3<br>混元精华*1<br>重铸宝石礼包*3<br>奋斗蛇碎片*8<br>海洋祝福(稀有)*5<br>操练符*5<br>天道玉·红莲*3<br>优质红宝石礼包*1[/yellow],,1,76664,,0,0,0,0,1,1,0
76668,76668,掐丝虎符碎片,2,12,0,10000,10000,0,,999,100,1,1,0,0,0,61,0,0,8692,8692,8692,0,4427,1008,0,由[yellow]错银虎符（武器）[/yellow]乾坤炉分解得到，250个本碎片可合成[item]76330[/item]*1。,,1,76668,,0,0,0,0,1,1,0
76669,76669,云锦币,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,8694,8694,8694,0,4427,1008,0,开启后获得100云锦币<br>云锦币：通过参与各种活动获得的货币，可用于前往织锦绣坊兑换时装，头像等奖励,,1,76669,,0,0,0,0,1,1,0
76670,76670,凤凰真羽,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,8693,8693,8693,0,4427,1008,0,开启后获得1凤凰真羽<br>凤凰真羽：参加各种抽奖活动获得的稀有货币，可用于前往织锦绣坊兑换稀有时装等奖励,,1,76670,,0,0,0,0,1,1,0
76671,76671,仙灵宝箱·纯钧,2,12,0,10000,10000,60,,9999,100,1,5,33,0,0,61,0,0,3027,3027,3027,0,4427,1008,0,[yellow]开启后可获得一个武器部位的纯钧仙灵（绑定）[/yellow],,1,76671,,0,0,0,0,1,1,0
76672,76672,淬灵宝玉·纯钧,2,12,0,10000,10000,0,,9999,100,1,5,33,0,0,61,0,0,8538,8538,8538,0,4427,1008,0,可用于强化任意部位的纯钧仙灵,,1,76672,,0,0,0,0,1,0,0
76673,76673,纯钧精华,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8539,8539,8539,0,4427,1008,0,可用于纯钧仙灵进阶，或合成更高品质纯钧精华,,1,76673,,0,0,0,0,1,0,0
76674,76674,纯钧精华（优秀）,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8540,8540,8540,0,4427,1008,0,可用于仙灵进阶，或合成更高品质纯钧精华,,1,76674,,0,0,0,0,1,0,0
76675,76675,纯钧精华（精良）,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8541,8541,8541,0,4427,1008,0,可用于仙灵进阶，或合成更高品质纯钧精华,,1,76675,,0,0,0,0,1,0,0
76676,76676,纯钧精华（完美）,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8542,8542,8542,0,4427,1008,0,可用于仙灵进阶，或合成更高品质纯钧精华,,1,76676,,0,0,0,0,1,0,0
76677,76677,纯钧精华（史诗）,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8543,8543,8543,0,4427,1008,0,可用于仙灵进阶，或合成更高品质纯钧精华,,1,76677,,0,0,0,0,1,0,0
76678,76678,纯钧精华（传说）,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8544,8544,8544,0,4427,1008,0,可用于仙灵进阶，或合成更高品质纯钧精华,,1,76678,,0,0,0,0,1,0,0
76679,76679,纯钧精华（至尊）,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8545,8545,8545,0,4427,1008,0,可用于仙灵进阶，或合成更高品质纯钧精华,,1,76679,,0,0,0,0,1,0,0
76680,76680,纯钧精华（神话）,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8546,8546,8546,0,4427,1008,0,可用于纯钧仙灵进阶,,1,76680,,0,0,0,0,1,0,0
76681,76681,濯灵石,2,12,0,10000,10000,0,,9999,100,1,1,33,0,0,61,0,0,8547,8547,8547,0,4427,1008,0,可用于仙灵属性刷新,,1,76681,,0,0,0,0,1,0,0
76682,76682,荷灯神兵礼包,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,3028,3028,3028,0,4427,1008,0,可选择开启以下道具之一：<br>[yellow]神兵碎片·炎石*1<br>法宝：抚琴仙（斗）*1<br>神兵碎片·星尘*20<br>法宝-红颜劫(非绑)*1[/yellow],,1,76682,,0,0,0,0,1,1,0
76683,76683,天降礼包（华丽）,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,3022,3022,3022,0,4427,1008,0,[yellow]开启后可获得青铜虎符(鞋子)*1、[坐骑变身卡]俏佳人·相欢*1[/yellow],,1,76683,,0,0,0,0,1,1,0
76684,76684,天降礼包（完美）,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,3022,3022,3022,0,4427,1008,0,[yellow]开启后可获得青铜虎符(头盔)*1、背饰-俏佳人·春风*1[/yellow],,1,76684,,0,0,0,0,1,1,0
76685,76685,天降礼包（至尊）,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,3022,3022,3022,0,4427,1008,0,[yellow]开启后可获得青铜虎符(护腿)*1、时装-俏佳人·倾国(套)*1[/yellow],,1,76685,,0,0,0,0,1,1,0
76686,76686,豪礼天降礼包,2,12,0,10000,10000,60,,9999,100,1,1,0,0,0,61,0,0,3022,3022,3022,0,4427,1008,0,开启必得：<br>[yellow]1000金币换3000绑金卡*1[/yellow]<br>概率获得以下道具之一：<br>[yellow]月华大礼包*1、星繁大礼包*1、和璞玉*1、月华之灵*1、元神异化或精华、萌宝普通技能书、真言材料、神明金银币、打造材料、天神萌宝材料、绑金等。[/yellow],,1,76686,,0,0,0,0,1,1,0
